关注人数,区域,单价,城区,小区,建成年份,总价,户型_厅,户型_室,朝向,标题,楼层,满二年,满五年,装修,近地铁,面积 
38,天宁寺,82645,西城,鸭子桥北里 ,1978,440,1,2,东 西,鸭子桥北里 2室1厅 东 西,中楼层(共5层),False,True,简装,False,53.24
11,西单,147111,西城,大六部口 ,1990,840,1,2,南 北,西单金融街 南北低层二居室 随时看房,低楼层(共6层),False,True,精装,True,57.1
186,广安门,142096,西城,荣丰2008 ,2004,400,1,1,北,新上北向复式，诚心出售，楼层高，视野好。,高楼层(共20层),False,True,简装,True,28.15
149,马连道,85327,西城,馨莲茗园 ,2003,610,1,2,南,西城2003年商品房全南两居满五年唯一住宅中间层采光好,中楼层(共25层),False,True,简装,True,71.49
60,天宁寺,85279,西城,天宁寺西里 ,1991,380,1,1,东,天宁寺西里一居 格局好 正对小区花园 满五年,顶层(共6层),False,True,简装,True,44.56
76,菜户营,64512,西城,政泰家园 ,2004,489,1,2,西,政泰家园  西向一居室  户型方正无浪费,低楼层(共22层),False,True,精装,False,75.8
116,陶然亭,101995,西城,畅柳园 ,2004,670,1,2,南 北,陶然亭 南北通透两居室 户型方正 前后无遮挡 有电梯,高楼层(共14层),False,True,简装,False,65.69
27,官园,141136,西城,官园胡同 ,1985,820,1,2,南 北,水利部家属院 中间层南北两居 物业管理好,低楼层(共6层),False,True,简装,False,58.1
51,阜成门,111966,西城,北礼士路62号院 ,1996,655,1,2,东 西,阜成门  北礼士路 新上精装两居  院内安静 地铁,中楼层(共6层),True,False,精装,False,58.5
284,白纸坊,80209,西城,南运巷 ,1990,430,1,1,南,南运巷1居高楼层高采光好，交通便利。,高楼层(共18层),False,True,简装,False,53.61
200,陶然亭,96501,西城,畅柳园 ,2003,670,1,2,南 北,畅柳园 南北两居室 户型方正 采光好 带电梯,高楼层(共16层),True,False,简装,True,69.43
36,右安门内,99349,西城,信建里小区 ,1983,610,1,2,东 西,中间层2居，明厨明卫，东西通透。,中楼层(共6层),False,True,简装,True,61.4
65,阜成门,103910,西城,融城 ,2005,715,1,1,西 北,城市花园 融城  满五年唯一精装修 人车分流,顶层(共21层),False,True,精装,False,68.81
26,木樨地,103058,西城,西便门东里 ,1980,610,1,2,南 北,西便门，南北向两居室，有钥匙，带电梯,低楼层(共14层),False,True,简装,False,59.19
27,新街口,108434,西城,如意里 ,1988,630,1,2,南 北,如意里2居南北，采光好，满五年单位分房,顶层(共7层),False,True,简装,True,58.1
315,月坛,136908,西城,阜成门南大街 ,1992,549,1,1,南 西 北,月坛，阜成门，一居室，92年，电梯直达,中楼层(共20层),False,True,简装,False,40.1
108,天宁寺,92389,西城,广南小区 ,1998,460,1,1,西北,树馆 正规一居室 98年建成带电梯,低楼层(共14层),False,True,精装,False,49.79
33,官园,111112,西城,东冠英胡同 ,1983,680,1,2,东 南 北,二环里 老西城 两居室 无抵押，随时签约,底层(共6层),False,True,精装,True,61.2
70,菜户营,72713,西城,鸭子桥路 ,1980,449,1,3,东 西北,西城区二环边 东西北三居 没有遮挡,顶层(共6层),False,True,简装,False,61.75
14,西单,122216,西城,西绒线 ,2004,620,1,1,南,西绒线小区 朝南一居室 低楼层 2004年,底层(共7层),False,False,简装,True,50.73
122,马连道,90362,西城,三义东里 ,1983,480,1,2,南,近地铁 三义东里 低楼层 南向  单位分房 阳光好 两居,低楼层(共6层),True,False,简装,True,53.12
58,木樨地,100519,西城,西便门西里 ,1983,775,1,3,东南 南,木樨地 西便门西里 精装三居 高层 光线视野无遮挡,中楼层(共20层),False,True,精装,False,77.1
137,广安门,79807,西城,手帕口北街 ,1980,430,1,2,东 西,西城正规2居 户型通透 满五年 地铁达官营 随时能看,顶层(共6层),False,True,简装,True,53.88
17,广安门,131028,西城,荣丰2008 ,2004,375,0,1,北,荣丰2008小区 满五年唯一开间 7号线地铁达官营站,中楼层(共20层),False,True,精装,True,28.62
50,右安门内,114525,西城,信建里小区 ,1995,548,1,1,南 西,信建里  南向一居室  诚心出售,底层(共6层),False,True,简装,False,47.85
70,陶然亭,144575,西城,中信沁园 ,2011,1335,1,2,南,中信城二期 高楼层朝南两居 正对小区花园 园林式环境,顶层(共20层),False,True,简装,False,92.34
43,广安门,128555,西城,朗琴园 ,2006,1180,1,2,西南,朗琴园东西南两居室 户型方正 90度采光 冬暖夏凉,高楼层(共29层),False,True,精装,True,91.79
51,宣武门,118457,西城,椿树园 ,1999,568,1,1,西南,椿树园高楼层西南向一居室业主诚心出售,高楼层(共18层),False,True,简装,False,47.95
70,金融街,128464,西城,京畿道 ,1993,1020,1,2,东 西,京畿道小区，粮食局宿舍，大两居室，单价低,高楼层(共6层),True,False,简装,False,79.4
75,马甸,152963,西城,新明胡同 ,1980,826,1,2,南 北,德胜门新明胡同 南北通透，本楼加宽后面积增加10平米,中楼层(共6层),False,True,简装,False,54
61,西四,131012,西城,大拐棒胡同 ,1990,790,1,2,南 北,满五年唯一商品房 有钥匙看房方便,顶层(共6层),False,True,精装,False,60.3
71,西单,147462,西城,西绒线 ,1990,668,1,1,南,西单 金融街 明厨明卫 机械部央产 板楼 独楼独院,顶层(共5层),False,True,精装,True,45.3
32,阜成门,117392,西城,北露园 ,1993,540,1,1,西,阜成门 北露园小区阜成门 北露园房本满五年 诚心出售,高楼层(共6层),False,True,精装,False,46
196,月坛,123016,西城,月坛西街东里21号院 ,1981,620,1,2,南,月坛西街东里21号院 南向两居室,高楼层(共6层),False,True,简装,False,50.4
114,西四,149566,西城,爱民里小区 ,1988,860,1,2,南 北,南北通透两居室，中间楼层。精装修，采光好。,中楼层(共7层),False,True,精装,True,57.5
81,白纸坊,86082,西城,建功南里 ,1996,496,1,1,南,建功南里 全南向 采光好 封闭小区 购房成本低,低楼层(共16层),False,True,简装,False,57.62
98,西单,130795,西城,灵境胡同 ,1982,790,1,2,南 北,灵境胡同 南北通透2居，视野开阔,顶层(共6层),False,True,精装,True,60.4
21,宣武门,127314,西城,和平门外东街 ,1975,798,1,3,南 北,田字格南北通透三居 采光好 诚心出售 看房方便,中楼层(共6层),False,True,简装,False,62.68
209,广安门,148540,西城,荣丰2008 ,2007,605,1,2,东南,满五年唯一东南向复式 明厨明卫 带燃气 精装修,中楼层(共16层),False,True,精装,True,40.73
59,西直门,116299,西城,玉桃园二区 ,1997,685,1,2,南 北,新街口 玉桃园二区南北两居室 楼层好 出行方便,中楼层(共6层),True,False,精装,True,58.9
30,陶然亭,135305,西城,中信锦园 ,2009,1190,1,2,西,中信锦园 2室1厅 西,高楼层(共18层),False,False,精装,True,87.95
47,木樨地,97082,西城,西便门东里 ,1983,785,1,3,西北,西便门东里 三居室 精装修 带电梯,高楼层(共16层),False,True,简装,False,80.86
47,木樨地,97082,西城,西便门东里 ,1983,785,1,3,西北,西便门东里 三居室 精装修 带电梯,高楼层(共16层),False,True,简装,False,80.86
66,六铺炕,132822,西城,六铺炕二区 ,1982,1125,1,3,南 北,满五年 六铺炕二区 南北3居  业主随时签约,顶层(共6层),False,True,简装,True,84.7
111,六铺炕,113804,西城,教场口9号院 ,2003,977,1,3,西北,西城德隆家园  2003年新小区 满五唯一 楼龄新电梯房,中楼层(共21层),False,True,精装,False,85.85
57,官园,117949,西城,小后仓 ,1989,690,1,2,南 北,西直门 新街口南北两居室 高层采光好,顶层(共6层),True,False,简装,True,58.5
43,马甸,131193,西城,裕中西里 ,1990,858,1,2,南,裕中西里 双南大两居 大阳台 满五年 诚意出售,中楼层(共20层),False,True,简装,True,65.4
92,西四,146912,西城,大拐棒胡同 ,1976,880,1,3,南 北,什刹海，满五唯一，南北通透，两南一北精装修,中楼层(共6层),False,True,精装,True,59.9
124,阜成门,106416,西城,北营房西里 ,1987,763,1,3,南 北,南北通透   环境优雅   格局方正   模范小区,顶层(共6层),False,True,精装,True,71.7
68,月坛,113703,西城,三里河东路甲14号院 ,1976,780,1,3,南 北,月坛  南北3居室 小区安静 居住舒适,顶层(共6层),False,True,精装,False,68.6
14,菜户营,84716,西城,鸭子桥43号院 ,1982,480,1,3,南 北,西城小三居 满五唯一商品房 南北通透 中间楼层 采光好,中楼层(共6层),False,False,精装,False,56.66
89,广安门,135839,西城,荣丰2008 ,2004,423,1,1,西,西城小户型，中高楼层采光视野好,高楼层(共20层),True,False,精装,True,31.14
61,官园,131106,西城,北礼士路 ,1991,510,1,1,南 北,北礼士路  南北朝向一居 中间层 采光不错,低楼层(共7层),False,True,精装,False,38.9
113,官园,125000,西城,北礼士路 ,1995,520,1,1,南 北,西直门 车公庄 1995年南北朝向一居室,中楼层(共10层),False,True,精装,True,41.6
66,牛街,95619,西城,法源寺西里小区 ,1998,443,1,1,南 西,法源寺西里，西南一居室，满五年家庭名下唯一住房,低楼层(共6层),False,True,简装,True,46.33
110,官园,136869,西城,富国里小区 ,1998,1110,1,3,南 北,富国里  南北三居室  中间楼层,中楼层(共5层),False,True,精装,False,81.1
63,西直门,111715,西城,玉桃园二区 ,1997,658,1,2,东 西,玉桃园二区两居室1997年楼龄,高楼层(共6层),False,True,简装,False,58.9
43,新街口,115263,西城,新街口七条15号院 ,1994,725,1,2,南 北,新上南北通透两居室 中间楼层 成本价购房 明厨明卫,中楼层(共5层),False,False,简装,False,62.9
92,陶然亭,101488,西城,南纬路2号院 ,1981,798,1,3,南 北,精装修中间层电梯 陶然亭公园、友谊医院、8号线天桥站,中楼层(共12层),True,False,精装,False,78.63
217,广安门,93889,西城,小红庙 ,1980,510,1,2,南 北,小红庙 南北通透两居室 看房提前约 满五年唯一,低楼层(共6层),False,True,精装,True,54.32
8,阜成门,115642,西城,百万庄中里 ,1985,658,1,2,东 西,百万庄中里 2室1厅 东 西,低楼层(共6层),False,True,其他,True,56.9
60,马甸,128633,西城,文联宿舍 ,1998,1195,1,3,东南 北,文联宿舍 带电梯 东南北向三居室 采光好 小区管理好,高楼层(共20层),False,True,精装,False,92.9
109,金融街,119775,西城,民康胡同30号院 ,1988,1060,1,3,西南 北,金融街 中行家属楼 满五央产 高层采光棒视野好,顶层(共19层),False,True,简装,False,88.5
79,六铺炕,159944,西城,六铺炕二区 ,1991,1126,1,2,东 北,满五年唯一单位分房 石油单位楼 带电梯  诚售,高楼层(共17层),False,True,简装,True,70.4
39,马连道,95097,西城,马连道东街 ,1980,510,1,3,东 南 西,西城 达官营 马连道东街 三居,中楼层(共5层),False,True,简装,False,53.63
22,菜户营,76743,西城,乐城 ,2004,915,1,3,西南,乐城 3室1厅 西南,低楼层(共24层),False,True,简装,False,119.23
117,月坛,127660,西城,铁二区 ,1999,960,1,2,东,99年建成，满五年唯一铁道部央产房，高楼层视野开阔,高楼层(共18层),False,True,精装,False,75.2
21,马甸,148577,西城,裕中东里 ,1986,835,1,2,东南,德外裕中东里  中间楼 双南两居,中楼层(共6层),False,True,精装,True,56.2
132,阜成门,132993,西城,车公庄大街6号院 ,1991,1040,1,3,西南,市委 党校院内，三室一厅，电梯直达,低楼层(共18层),True,False,简装,True,78.2
257,菜户营,120272,西城,鸭子桥路 ,1990,372,0,1,南 北,1997年板楼 南北一居室 另有平台面积16.28平米,顶层(共7层),True,False,精装,False,30.93
107,月坛,125994,西城,三里河二区 ,1990,1110,1,3,东 南 北,满五唯一 三里河二区 精装修三居室 诚心出售,中楼层(共16层),False,True,精装,True,88.1
63,马甸,150000,西城,马甸南村 ,1988,1188,1,3,南,马甸南村 环境优美 封闭式管理 停车方便,中楼层(共20层),False,True,精装,True,79.2
170,阜成门,119809,西城,北营房东里 ,1977,750,1,3,南 西 北,北营房东里 南北三居 中间楼层 满五年唯一,中楼层(共5层),True,False,简装,False,62.6
88,马甸,114716,西城,北三环中路12号院 ,1989,1029,1,3,南 北,满五唯一成本价 南北通透双阳台 电梯直达 一梯两户,低楼层(共12层),True,False,简装,True,89.7
54,陶然亭,109443,西城,黑窑厂东街 ,1987,860,1,3,南 北,黑窑厂东街12号南北通透，中间层，视野开阔，满五唯一,中楼层(共5层),False,True,简装,False,78.58
49,官园,130926,西城,北礼士路 ,1990,580,1,1,南,北礼士路 精装一居 中间楼层  全明格局,低楼层(共6层),False,True,精装,True,44.3
36,西直门,99835,西城,马相西巷 ,1983,603,1,2,东 西,西直门 新街口 马相西巷2居室,顶层(共6层),False,True,精装,True,60.4
31,六铺炕,141960,西城,德外大街甲22号 ,1983,768,1,2,东 西,西城德胜门   低层两居  诚心出售,中楼层(共6层),False,True,精装,False,54.1
167,马甸,149883,西城,阳光丽景 ,2003,2228,2,4,东 南,阳光丽景精装修四居室两卧室客厅朝南采光好,低楼层(共19层),False,True,精装,False,148.65
37,阜成门,113019,西城,扣钟北里 ,1988,790,1,3,东 北,扣钟北里 环保部家属楼 电梯房 采光好 诚意出售,低楼层(共20层),True,False,精装,True,69.9
87,天宁寺,108739,西城,天宁寺前街北里 ,1990,499,1,2,南 北,西二环 广安门天宁寺前街北里 南北通透,高楼层(共6层),False,True,精装,True,45.89
65,六铺炕,132404,西城,教场口9号院 ,2003,921,1,2,南,教场口9号院满五唯一，二类房，有回迁协议，业主自住,中楼层(共22层),True,False,简装,False,69.56
213,天宁寺,95676,西城,椿树馆街35号院 ,1983,708,1,3,南 北,椿树馆街35号院 田字格全明南北3居 去年新装 中楼层,中楼层(共6层),False,True,精装,False,74
32,西单,125064,西城,东斜街 ,1990,978,1,3,南 北,东斜街16号院 西单附近三居室 低楼层,低楼层(共6层),False,True,简装,True,78.2
41,宣武门,112892,西城,椿树园 ,1999,775,1,2,南 西,椿树园，西南两居室，全明格局，电梯直达，采光良好,低楼层(共17层),False,False,精装,False,68.65
87,月坛,128009,西城,月坛北街甲1号院 ,1989,585,1,1,东,月坛北街甲1号院 精装一居 层高视野采光好,高楼层(共21层),True,False,精装,False,45.7
74,月坛,109164,西城,阜成门外大街 ,1978,548,1,2,西,阜成门外大街 朝西两居室  精装修,顶层(共6层),False,True,精装,True,50.2
32,官园,139415,西城,官园胡同 ,1985,810,1,2,南 北,什刹海官园胡同满五央产南北通透两居室中间层,中楼层(共6层),False,True,简装,False,58.1
57,陶然亭,114147,西城,红土店南里 ,1997,748,1,2,南 北,陶然亭地铁楼龄97年南北向两居，中间楼层 独立客厅,中楼层(共6层),False,True,精装,True,65.53
